Id,Price
4567,168069.9423057405
5925,114253.1144564407
960,135220.6891164692
3848,128799.64996578176
746,188657.1280938911
868,335259.1581632562
672,111537.25396275321
2471,209937.72815205753
4510,117243.25419830086
8354,256178.33206688598
6393,175331.98264001543
13270,227724.21752994705
5250,247220.98270948694
16751,171651.78569894994
11404,136604.60851586578
10588,354510.35960479046
14925,191519.9419667379
6791,217018.48231284122
16097,193186.02216614454
16428,366193.67342341004
6945,335195.07748668874
3190,187273.76256691216
15709,447509.43343686895
13155,167945.0602171935
7675,195465.72714704068
14686,238673.7405480235
609,146621.64243576746
11155,171212.20131663946
10869,196688.17358140278
15742,192767.79270318837
9245,196968.11266718383
3340,156730.22522599524
2359,300448.7827981372
8070,207040.8757147685
13707,128202.76523020852
16079,258264.8495698768
15937,321232.10895427974
14090,184420.3874804966
9008,212401.6846348886
16384,169251.83604739752
11657,232672.37616518035
13151,156562.2290836398
8990,157938.1927946908
11857,191488.63150502375
1565,158177.86346832372
8174,104742.4899901506
9247,248567.29133850816
10478,216236.8000134724
15509,139682.05718665975
8306,280188.80348447966
6642,184062.30095696493
7472,215373.2926309496
15989,136556.54467035815
13682,135875.5237122843
163,225259.71443854246
7076,189153.8756746277
7478,294142.9454676011
3029,183026.0973639791
1814,139016.15885417612
10057,127714.11261599998
15100,187441.59628852943
12694,224027.23399328126
6291,181225.23887845175
12603,163688.86841415038
3218,229148.39342598256
13456,132204.9765877732
10170,239873.24967527325
4530,135924.96658407318
13329,170619.3336120537
4820,147981.8637158938
10896,175356.74390257883
13416,122176.15846387015
2701,214579.10968535635
11265,323358.8926161842
9189,271297.3056652909
1858,194441.03136590868
14536,239585.81636386545
6199,308246.6429107738
14730,154540.95705221256
7510,258081.07014950318
15505,160880.0941899135
7446,188384.444692895
14016,178559.90557124052
14113,106443.97424439671
8721,306657.6371975259
6193,296786.49797617085
5717,178268.22256364592
5427,303430.9208820464
9520,497702.28413375793
6869,97216.81143905461
1658,154065.89744543354
6639,240463.6860839916
6283,190633.05907951584
6257,122445.76151370633
15235,172935.74014204077
902,282359.61381187773
8932,189010.04170235147
16469,390607.1466906458
2825,275038.96715949156
6450,437958.77635809855
11366,185664.12298635664
3801,372608.4812317121
11385,185636.27640469465
1079,201326.60150202128
3202,232276.78742827207
676,237653.8616556104
6185,286177.25694750046
7730,160615.84271784872
2573,183558.02738289852
10978,205241.60777976297
10962,247700.22513965273
8870,189415.73257262487
8496,178305.93537317973
5517,153490.55116351362
927,177374.6031082725
13675,212710.61985013634
1499,222022.15586555106
15536,365920.3335230554
8602,371749.5787279655
12137,413755.1563809432
9865,252231.36511933076
16353,294237.87978417333
15908,209059.89856688888
3944,186236.1476041962
10359,202033.63748539903
15158,226898.17746432195
3259,241294.271651818
7220,311333.3542430967
13843,214073.2100584874
16736,191624.9891741093
702,266731.3169941386
16401,166495.5114470188
12134,176474.24185773492
6918,250167.98194284074
11792,136003.878765578
3798,149234.87973440046
10395,136554.77680504462
11099,137177.19445944426
7090,200727.3233374284
11260,200101.3154551108
9647,207840.20709551094
2903,400996.8618531621
2071,178891.32829263236
8604,177135.04494032924
9346,200717.9567670782
3945,194273.27450891802
3420,147324.66998699444
10842,125415.37565090733
725,150677.46206214337
13931,191746.60530555272
16330,237681.7260030319
9066,429967.8095380796
3326,291676.1640955754
1556,287977.18322091317
6579,111690.10877631068
13877,143473.38166096812
9857,344695.19835120474
7302,283540.9304627507
5684,204760.59186679963
6513,223796.64118813942
11342,103079.23153802195
16561,245572.00999839482
6885,170379.11565581983
9308,179193.9737983941
2559,191395.19420344927
6648,177037.17695068417
15260,157907.56791302
5113,192279.95665416267
16492,192023.25651772838
12034,287624.40464532457
7248,223895.9338127055
2171,227359.00766276265
10594,177808.15397712344
13241,217815.76038877454
7032,143009.8899007827
4884,161577.07375836454
903,214222.2585349075
162,166353.97711422466
6566,256704.39983392178
8249,142056.15320478624
13106,184434.09159581817
256,127482.75374033337
7976,165916.4242339939
8575,168636.78911740604
7591,290540.68077173934
3204,233383.13323845246
15804,181131.39149761794
1525,346496.7540346793
9038,202174.73244445722
13628,202207.08160237825
10016,200842.6234048947
10208,218971.49329735173
2008,194141.74188954543
13029,199417.93469595799
5099,130215.44626273477
9923,290238.77263365965
9461,122515.66390535429
11086,186272.76723465955
15057,275337.8713652565
10689,180799.4891613724
2053,219753.4675356318
16630,155078.96085905822
4985,168825.93742217284
13881,263840.2572022402
13225,187781.69733887244
5779,66903.41398780044
10262,179550.05054204198
10762,193514.78478552416
9513,202763.1027041862
11128,172353.3525558041
2074,314225.3482325119
933,197422.43267283074
2780,186976.38046905064
6594,115166.89379353213
15394,254730.73444811147
14863,138402.3234735848
6698,213413.23229653825
1611,289447.41745941533
174,191377.62252832935
5160,201982.17180035432
3295,342431.25346317946
4559,406298.5551636434
8254,173718.2419528673
10228,96159.93805934043
13924,127823.3864546353
15341,243980.02199536553
4353,176599.2157275151
4334,73172.73129073498
1872,155195.64478843112
7823,188968.0277097476
310,163216.1012362908
3704,256920.6841573016
11615,314386.11019545275
6605,204510.23848758172
3381,184911.04769682206
2143,141482.49020427596
3191,270300.14318421035
13980,132030.3666781078
15613,164168.54700374082
10943,292282.2678619565
9654,151299.78380026913
16053,354777.0747052306
14931,234238.08831045948
8299,223323.13216275504
2147,170786.07960438204
11567,385212.5805148802
5905,134920.79928777058
11160,102978.4595746745
8275,148057.98847750848
16398,266723.6161521379
11229,180337.159065298
10309,143548.46629106722
7340,271557.6657307244
7653,141889.0342489994
272,215600.80550677385
9831,234086.8498826438
5016,137142.0783249832
5968,61168.14176406613
796,216932.86745446673
12123,125885.9812779045
16629,170528.23743522054
2637,163535.8314069128
6194,211939.53363388908
6216,435471.7936240579
14346,174985.87872950945
6428,126479.7831773028
2891,220860.58793413927
84,186644.2794758118
9260,225169.1334139892
15250,146027.1630025775
2348,219590.57069615435
10427,302647.7504711163
13230,258377.88164526699
1691,227815.25103204575
8803,121856.18991987775
5464,207432.88988815507
10559,108224.60890258361
16787,335181.92533222167
4278,155657.8025177929
6183,160203.471261111
12775,156914.32738079043
10104,175461.87966600832
13663,185548.37905465838
9404,276341.0146435958
14724,210605.4144693149
10040,177654.55459570032
4646,197059.8266062599
4754,157289.1769490279
3310,221463.95136482123
2003,186218.99618615152
7312,223500.92209412772
10921,239401.17046806624
13419,302903.2652633203
10105,171641.05553348025
2196,453892.5750513677
12659,234995.29140468355
4380,260060.75946361496
10847,153938.2109492566
10805,281737.5059358692
8709,91760.05120617447
8319,186555.6037223836
2215,180485.5361112668
7000,195063.56772190126
7701,109866.01800507994
9678,184534.02872527004
14026,190341.82102121532
7971,163853.41728110518
13734,146692.4287608504
16483,205588.3689518838
6150,208125.73271612168
2931,288493.18740887986
5418,175000.45461121632
1662,443452.16716896597
2441,218966.22825281622
669,140565.91388103293
7734,193230.7995926252
6010,304371.0140573143
266,149175.51974365526
632,140965.17200006207
16221,106696.15168989848
11832,171196.98123565162
5035,116924.6414232814
37,123111.59586820596
6168,182373.25141865548
11757,182036.6743059501
8086,127723.96593086864
6529,241140.77186588396
15121,227036.29427790098
13904,142899.79756748353
3711,156230.79937930556
16563,125860.81268343565
14494,169441.5096641139
3006,218933.96377916445
15299,122576.15723680385
92,292723.1638157236
8066,171767.7139166574
16071,203954.3770984867
10662,132691.0109675632
3883,234618.59626132093
5511,118690.79502477079
2821,293401.5057613227
9570,198882.58298948008
4326,253490.67790249098
9251,224971.8613158253
9031,207483.0889208999
12689,183077.73068539635
16380,256905.687396356
1053,250283.67095735186
4568,192208.74450248724
16140,112595.86141597047
14356,357837.35853381007
